201201060100,27.84,27.84,27.84,27.84,31.22,0.9,-3.5,-3.0,152.8,-557.2,152.8,-557.2
201201060200,26.97,26.97,26.97,26.97,31.22,0.8,-3.8,-3.2,125.8,-584.2,125.8,-584.2
201201060300,26.66,26.66,26.66,26.66,31.22,0.7,-3.4,-3.3,140.7,-569.3,140.7,-569.3
201201060400,26.86,26.86,26.86,26.86,31.22,0.6,-3.2,-3.5,255.9,-454.1,255.9,-454.1
201201060500,27.83,27.83,27.83,27.83,31.22,0.4,-3.0,-3.6,181.8,-528.2,181.8,-528.2
201201060600,28.79,28.79,28.79,28.79,32.3,0.4,-3.6,-4.6,109.6,-600.4,109.6,-600.4
201201060700,31.05,31.05,31.05,31.05,37.72,0.2,-3.2,-4.6,192.4,-517.6,192.4,-517.6
201201060800,32.72,32.72,32.72,32.72,41.62,-0.3,-2.7,-4.8,178.7,-531.3,178.7,-531.3
201201060900,33.8,33.8,33.8,33.8,41.62,-0.6,-2.4,-5.2,200.5,-509.5,200.5,-509.5
201201061000,34.4,34.4,34.4,34.4,39.67,-0.7,-2.0,-5.3,240.1,-469.9,240.1,-469.9
201201061100,34.53,34.53,34.53,34.53,40.0,-0.8,-1.6,-5.4,212.5,-497.5,212.5,-497.5
201201061200,34.66,34.66,34.66,34.66,40.0,-0.9,-1.5,-5.6,224.4,-485.6,224.4,-485.6
201201061300,34.77,34.77,34.77,34.77,40.0,-1.3,-1.4,-5.7,245.3,-464.7,245.3,-464.7
201201061400,34.91,34.91,34.91,34.91,39.67,-1.6,-1.3,-5.9,181.2,-528.8,181.2,-528.8
201201061500,35.47,35.47,35.47,30.0,35.47,-2.0,-1.1,-5.9,199.7,-510.3,199.7,-510.3
201201061600,37.3,37.3,37.3,31.62,41.62,-2.4,-1.1,-5.9,232.6,-477.4,232.6,-477.4
201201061700,37.2,37.2,37.2,37.2,43.37,-2.7,-1.1,-6.0,171.4,-538.6,171.4,-538.6
201201061800,36.81,36.81,36.81,36.81,43.37,-3.1,-1.1,-6.0,154.9,-555.1,154.9,-555.1
201201061900,35.5,35.5,35.5,31.5,35.5,-4.1,-1.2,-5.8,191.9,-518.1,191.9,-518.1
201201062000,34.36,34.36,34.36,26.54,34.36,-5.0,-1.3,-5.6,518.4,-191.6,518.4,-191.6
201201062100,33.51,33.51,33.51,26.2,33.51,-5.6,-1.3,-5.5,470.7,-239.3,470.7,-239.3
201201062200,32.44,32.44,32.44,26.01,32.44,-5.9,-1.3,-5.4,491.1,-218.9,491.1,-218.9
201201062300,31.33,31.33,31.33,25.86,31.33,-6.1,-1.4,-5.4,141.7,-578.3,141.7,-578.3
201201070000,32.95,32.95,32.95,26.03,32.95,-5.9,-1.4,-5.4,139.1,-580.9,139.1,-580.9
201201070100,30.64,30.64,30.64,22.13,30.64,-5.2,-1.4,-5.4,123.1,-596.9,123.1,-596.9
201201070200,28.7,28.7,28.7,19.52,28.7,-3.9,-1.5,-5.5,143.2,-576.8,143.2,-576.8
201201070300,28.15,28.15,28.15,19.52,28.15,-2.2,-1.5,-6.1,98.0,-622.0,98.0,-622.0
201201070400,28.82,28.82,28.82,19.52,28.82,-1.4,-1.5,-6.8,63.9,-656.1,63.9,-656.1
201201070500,29.32,29.32,29.32,20.17,29.32,-2.2,-1.6,-7.7,0.0,-720.0,0.0,-720.0
201201070600,28.53,28.53,28.53,21.48,28.53,-3.8,-2.9,-7.8,0.0,-720.0,0.0,-720.0
201201070700,29.6,29.6,29.6,22.13,29.6,-4.4,-3.0,-8.2,61.4,-658.6,61.4,-658.6
201201070800,32.27,32.27,32.27,24.73,32.27,-4.1,-3.0,-8.5,73.0,-647.0,73.0,-647.0
201201070900,33.37,33.37,33.37,26.03,33.37,-3.9,-3.1,-8.6,52.3,-667.7,52.3,-667.7
201201071000,34.0,34.0,34.0,26.03,34.0,-3.5,-3.1,-8.4,26.8,-693.2,26.8,-693.2
201201071100,33.89,33.89,33.89,26.03,33.89,-3.2,-3.2,-8.2,20.7,-699.3,20.7,-699.3
201201071200,33.24,33.24,33.24,26.3,33.24,-3.2,-3.2,-8.3,29.1,-690.9,29.1,-690.9
201201071300,33.05,33.05,33.05,26.68,33.05,-3.0,-3.3,-8.9,0.0,-720.0,0.0,-720.0
201201071400,33.76,33.76,33.76,26.08,33.76,-3.1,-3.3,-9.7,0.0,-720.0,0.0,-720.0
201201071500,34.91,34.91,34.91,26.08,34.91,-3.2,-3.4,-10.2,0.0,-720.0,0.0,-720.0
201201071600,36.12,36.12,36.12,28.63,36.12,-3.7,-3.4,-10.6,5.5,-714.5,5.5,-714.5
201201071700,39.6,39.6,39.6,28.63,39.6,-3.7,-3.4,-10.8,28.8,-691.2,28.8,-691.2
201201071800,38.16,38.16,38.16,38.16,38.16,-4.2,-3.4,-10.8,42.0,-678.0,42.0,-678.0
201201071900,35.38,35.38,35.38,35.38,35.38,-4.3,-3.4,-10.4,81.5,-638.5,81.5,-638.5
201201072000,34.0,34.0,34.0,26.24,34.0,-4.1,-3.4,-10.3,321.1,-398.9,321.1,-398.9
201201072100,32.1,32.1,32.1,24.08,32.1,-4.7,-3.5,-10.3,384.7,-335.3,384.7,-335.3
201201072200,31.5,31.5,31.5,23.43,31.5,-5.5,-3.5,-10.0,419.5,-300.5,419.5,-300.5
201201072300,29.25,29.25,29.25,21.6,29.25,-6.3,-3.6,-9.5,108.9,-601.1,108.9,-601.1
201201080000,31.03,31.03,31.03,21.61,31.03,-7.0,-3.6,-8.8,88.8,-621.2,88.8,-621.2
201201080100,30.5,30.5,30.5,30.5,30.5,-7.7,-3.7,-8.3,90.8,-619.2,90.8,-619.2
201201080200,30.18,30.18,30.18,30.18,30.61,-8.2,-3.8,-8.2,89.1,-620.9,89.1,-620.9
201201080300,30.03,30.03,30.03,30.03,30.61,-8.5,-3.9,-8.1,57.4,-652.6,57.4,-652.6
201201080400,30.09,30.09,30.09,30.09,30.61,-8.7,-4.0,-8.4,102.0,-608.0,102.0,-608.0
201201080500,29.74,29.74,29.74,29.74,30.61,-9.0,-4.1,-8.5,95.2,-614.8,95.2,-614.8
201201080600,28.43,28.43,28.43,28.43,30.61,-13.4,-5.1,-1.7,76.4,-633.6,76.4,-633.6
201201080700,28.71,28.71,28.71,28.71,29.96,-13.2,-4.9,-2.8,74.5,-635.5,74.5,-635.5
201201080800,29.59,29.59,29.59,24.75,29.59,-13.0,-4.9,-3.0,39.8,-670.2,39.8,-670.2
201201080900,30.43,30.43,30.43,24.1,30.43,-12.4,-4.9,-3.0,14.5,-695.5,14.5,-695.5
201201081000,32.95,32.95,32.95,26.05,32.95,-11.5,-4.8,-2.9,19.4,-690.6,19.4,-690.6
201201081100,35.01,35.01,35.01,27.35,35.01,-10.8,-4.8,-2.8,21.5,-688.5,21.5,-688.5
201201081200,35.1,35.1,35.1,29.2,35.1,-10.2,-4.7,-2.9,15.2,-694.8,15.2,-694.8
201201081300,35.0,35.0,35.0,35.0,35.0,-10.1,-4.7,-3.1,42.7,-667.3,42.7,-667.3
201201081400,33.29,33.29,33.29,29.0,33.29,-10.2,-4.7,-3.1,0.0,-710.0,0.0,-710.0
201201081500,33.27,33.27,33.27,28.8,33.27,-10.4,-4.6,-3.4,0.0,-710.0,0.0,-710.0
201201081600,37.43,37.43,37.43,32.8,37.43,-10.5,-4.5,-4.0,278.3,-431.7,278.3,-431.7
201201081700,45.08,45.08,45.08,45.08,45.08,-10.4,-4.5,-4.1,113.8,-596.2,113.8,-596.2
201201081800,43.24,43.24,43.24,43.24,57.17,-10.3,-4.5,-4.3,146.1,-563.9,146.1,-563.9
201201081900,40.53,40.53,40.53,40.53,42.99,-9.9,-4.5,-4.2,220.4,-489.6,220.4,-489.6
201201082000,38.59,38.59,38.59,38.59,42.99,-8.9,-4.5,-4.2,597.4,-112.6,597.4,-112.6
201201082100,36.83,36.83,36.83,36.83,42.99,-8.0,-4.5,-4.1,689.2,-20.8,689.2,-20.8
201201082200,35.1,35.1,35.1,35.1,42.99,-7.3,-4.4,-4.1,464.5,-245.5,464.5,-245.5
201201082300,34.04,34.04,34.04,34.04,39.0,-6.8,-4.3,-4.0,261.8,-448.2,261.8,-448.2
201201090000,34.97,34.97,34.97,34.97,39.14,-6.3,-4.3,-4.0,279.7,-430.3,279.7,-430.3
201201090100,33.42,33.42,33.42,33.42,33.42,-5.9,-4.1,-4.1,279.7,-430.3,279.7,-430.3
201201090200,32.74,32.74,32.74,32.74,32.74,-5.5,-4.0,-4.2,174.3,-535.7,174.3,-535.7
201201090300,32.46,32.46,32.46,32.46,32.46,-5.2,-4.1,-4.2,68.2,-641.8,68.2,-641.8
201201090400,32.5,32.5,32.5,32.5,32.5,-5.0,-4.0,-4.2,0.0,-710.0,0.0,-710.0
201201090500,36.14,36.14,36.14,36.14,65.0,-4.8,-4.2,-4.2,0.0,-710.0,0.0,-710.0
201201090600,43.01,43.01,43.01,43.01,43.2,-5.9,-4.5,-4.0,252.0,-458.0,252.0,-458.0
201201090700,59.06,59.06,59.06,59.06,100.0,-5.9,-4.8,-4.4,430.5,-279.5,430.5,-279.5
201201090800,64.5,64.5,64.5,64.5,100.0,-5.8,-5.0,-5.2,202.7,-507.3,202.7,-507.3
201201090900,58.79,58.79,58.79,58.79,75.55,-5.7,-5.1,-6.0,209.1,-500.9,209.1,-500.9
201201091000,56.5,56.5,56.5,56.5,56.5,-5.5,-5.1,-6.4,227.5,-482.5,227.5,-482.5
201201091100,56.09,56.09,56.09,40.0,56.09,-5.3,-5.1,-6.3,204.8,-505.2,204.8,-505.2
201201091200,55.7,55.7,55.7,40.0,55.7,-5.1,-5.1,-6.1,209.9,-500.1,209.9,-500.1
201201091300,54.81,54.81,54.81,40.0,54.81,-5.1,-5.2,-6.4,196.2,-513.8,196.2,-513.8
201201091400,52.33,52.33,52.33,40.0,52.33,-5.2,-5.2,-6.9,154.0,-556.0,154.0,-556.0
201201091500,50.73,50.73,50.73,40.0,50.73,-5.2,-5.2,-7.0,166.3,-543.7,166.3,-543.7
201201091600,51.89,51.89,51.89,33.43,51.89,-5.4,-5.2,-6.5,201.3,-508.7,201.3,-508.7
201201091700,57.09,57.09,57.09,32.7,57.09,-5.5,-5.2,-5.9,387.1,-322.9,387.1,-322.9
201201091800,61.21,54.63,61.21,32.7,61.21,-5.6,-5.2,-5.8,284.4,-425.6,284.4,-425.6
201201091900,52.51,52.51,52.51,33.43,52.51,-5.8,-5.2,-5.8,0.0,-710.0,0.0,-710.0
201201092000,40.37,40.37,40.37,32.7,40.37,-6.3,-5.2,-5.7,267.4,-442.6,267.4,-442.6
201201092100,36.15,36.15,36.15,29.46,36.15,-6.9,-5.2,-6.0,348.4,-361.6,348.4,-361.6
